post_id,local_filename,entity_keywords_od,entity_keywords_full,scene_keywords,style_keywords,entity_count_od,entity_count_full,scene_count,style_count,caption,detailed_caption,post_title,post_score,bot_ai_percent
1nme2wm,1nme2wm_29363687343e85b0.jpg,shirt,bed; bedsheet; cable; cartoon; character; cone; cup; custard; design; front; frozen; hand; image; letter; object; person; shirt; smile; spoon; sweatshirt; text; that; waffle; word,,cartoon,1,24,0,1,"The image shows a black sweatshirt with the words ""Frozen Custard"" printed on it, lying on a bed with a cable and an object beside it.","The image is of a black sweatshirt with an orange graphic design on the front. The design features a cartoon character of a cup of frozen custard with a spoon in its hand. The cup is wearing a waffle cone on its head and has a big smile on its face. Above the cup, there is text that reads ""Frozen Custard"" in orange letters. The sweatshirt is laid out on a white bedsheet.",,0,
1nvot9s,1nvot9s_d6c6c7528dac3cb6.jpg,person,all; app; background; bottom; button; center; download; games; hair; icon; image; list; lords; metal; music; name; note; outfit; person; platform; player; screen; screenshot; side; soaring; soarling; song; star; user; word,plain_background,black_and_white,1,30,1,1,"The image shows a screenshot of a music player with the words ""Soaring Metal Lords"" on it, along with a list of songs and icons. It is likely a music streaming app, as indicated by the ""Download Music Player"" button at the bottom of the screen.","The image is a screenshot of the music player app ""Soaring Metal Lords"". The app has a black background with a white image of a person's face in the center. The person has long black hair and is wearing a black outfit. Below the image, there is a list of popular songs from the app, including ""Popular"", ""Soarling Star"", ""All's Fair"", and ""Name of Games"". There are also three green icons on the right side of the screen - a green music note, a black and white image, and a white music note. The app appears to be a music streaming platform for users to listen to music.",,0,
1nwwci3,1nwwci3_97b4ba5b9dc9e6c2.jpg,person,arm; art; background; belt; chain; fight; fist; hair; hand; headband; image; impression; manner; middle; mood; neck; pant; person; portrait; shirt; side; sword; that; waist,,portrait,1,24,0,1,"The image shows a man in a red shirt and black pants, holding a sword in his hand and a chain around his neck. He is standing in a dark background, giving the impression of a powerful and determined figure.","The image is a portrait of a man dressed in a martial arts pose. He is wearing a red sleeveless shirt with a black belt around his waist and a red headband tied around his head. He has long dark hair that is styled in a messy yet fashionable manner. The man is holding a long, wooden sword with a chain wrapped around it. He appears to be in the middle of a fight, with his arms stretched out to the sides and his fists clenched. The background is dark, making the man and the sword stand out. The overall mood of the image is intense and powerful.",,0,
1np16k3,1np16k3_24638c959c6d8310.jpg,person; television,angle; background; belt; camera; center; color; computer; control; corridor; floor; image; impression; line; machine; middle; object; panel; person; picture; scheme; screen; screenshot; side; space; surveillance; television; wall,indoor,,2,27,1,0,"The image shows a computer screen with a video camera on it, displaying a person standing in the middle of the picture. The person is surrounded by various objects, giving the impression of a surveillance camera.","The image is a screenshot from a video camera. It shows a long, narrow corridor with a yellow line running along the center. On the right side of the corridor, there is a large machine with a blue and white color scheme. The machine appears to be a conveyor belt or a control panel. The background is blurred, but it seems to be an indoor space with a concrete floor and walls. The image is taken from a high angle, looking down on the corridor.",,0,
1nmrwsb,1nmrwsb_f6a17e786a4c0b21.jpg,boy; person; picture frame; poster,ball; basket; boy; bread; brick; cage; duintje; dutch; field; frame; grass; illustration; image; lamp; moon; nieuw; person; phrase; picture; picture frame; poster; probeer; shirt; short; side; t't; text; that; wall; which; wire; you,field,illustration,4,32,1,1,"The image shows a brick wall with a picture frame hanging on it. The frame contains a picture of a boy holding a ball, and there is a lamp on the left side of the frame.","The image is a framed poster hanging on a brick wall. The poster has an illustration of a young boy holding a basket of bread and smiling. The boy is wearing a blue and white striped shirt and shorts and is standing in a field of tall grass. The text on the poster reads ""Nieuw! T'T duintje"" which translates to ""I'm not a boy, I'm a boy"". Below the illustration, there is a text in Dutch that reads ""Probeer nu 2.95"" which is a Dutch phrase meaning ""I love you to the moon and back"". The poster is framed in a black wooden frame and is hanging on the wall next to a lamp with a wire cage.",,0,
1nuuuoa,1nuuuoa_cc45308f4d325847.jpg,earrings; necklace; person; sunglasses,arm; background; call; camera; car; chair; clip; earrings; gold; hair; image; interior; leather; love; middle; necklace; open; pair; person; selfie; she; smile; song; sunglass; sunglasses; sunroof; tank; that; top; updo; video; what; window,indoor,,4,33,1,0,"The image shows a woman in a white tank top and sunglasses sitting in the back seat of a car, with the sunroof open and the windows of the vehicle visible. She appears to be in the middle of a video call, likely from a video clip of her song ""I Don't Know What To Do With It"".","The image is a selfie of a young woman sitting in the back seat of a car. She is wearing a white tank top and has a pair of sunglasses on her head. Her hair is styled in a braided updo and she is looking directly at the camera with a slight smile on her face. She has a gold necklace with a pendant that reads ""Love"" and a tattoo on her left arm. The background shows the interior of the car with black leather seats and a window.",,0,
1no9755,1no9755_cd510301ed1a4b3b.jpg,book; poster,album; almanac; background; book; bottom; button; center; cover; creepy; faded; feel; font; footprints; gm; hour; image; landscape; minutes; mountain; option; photo; picture; play; poster; purchase; screen; screenshot; sep; songs; text; that; tree,mountain; plain_background,landscape; photograph,2,32,2,2,"The image shows a screenshot of a mobile screen with a picture of a book and text that reads ""The Almanac of Faded Footprints"". The book is open and the text is written in a bold font, giving the image a mysterious and captivating feel.","The image is a screenshot of an album titled ""The Almanac of Faded Footprints"" by Creepy GM. The album cover is displayed on a black background with a photo of an open book in the center. The book is titled ""15 Songs - 1 Hour and 13 Minutes - Sep 08 2025"" and is surrounded by a green landscape with trees and mountains in the background. At the bottom of the image, there is a play button and a purchase options button.",,0,
1nz0hz1,1nz0hz1_ad418a88ed4c667a.jpg,helmet; person,background; camouflage; concrete; expression; flashlight; hand; helmet; image; night; person; rifle; side; tunnel; uniform; water,night,,2,15,1,0,"The image shows a man in a military uniform, wearing a helmet and holding a flashlight, submerged in a dark tunnel.","The image shows a man wearing a helmet with a flashlight on his head, submerged in a dark tunnel. He is wearing a camouflage uniform and appears to be looking towards the right side of the image. The tunnel is made of concrete and is filled with water. The man is holding a rifle in his right hand and is submerged in the water. He has a determined expression on his face. The background is dark, suggesting that the tunnel is located at night.",,0,
1nz673x,1nz673x_e01ca0cd90fa8cca.jpg,house,atmosphere; border; bridge; bush; castle; center; color; dreamy; feel; forest; gothic; house; illustration; image; middle; mood; mystery; plant; roof; side; sky; style; tower; tree; window; wonder,forest,digital_art; illustration,1,26,1,2,"The image shows a large castle with a tower in the middle of a forest, surrounded by lush green plants and trees. The castle has windows and is framed by a black border, giving it a mysterious and magical feel.","The image is a digital illustration of a large, old, Gothic-style house with a pointed roof and a tower in the center. The house is surrounded by trees and bushes, and there is a bridge on the left side of the image. The sky is visible through the trees, and the overall atmosphere is peaceful and serene. The colors are muted, giving the image a dreamy and ethereal feel. The overall mood of the illustration is one of mystery and wonder.",,0,
1ns1ho9,1ns1ho9_d6ca233ffff63cb6.jpg,person; poster,action; air; all; america; arm; background; black; bottom; captain; center; character; color; comics; expression; group; hawkeye; helmet; illustration; image; iron; letter; line; marvel; mix; person; pose; poster; scene; series; size; some; spider; style; suit; superhero; text; thor; title; universe; variety; wall; weapon; whom; widow,,comic; illustration,2,44,0,2,"The image shows a poster of Spider-Man from the Marvel Comics universe on a wall. The poster features a variety of characters from the series, including Iron Man, Captain America, Thor, Black Widow, and Hawkeye, as well as text describing the series.","The image is a poster for the Marvel Comics series Spider-Man. It features a group of superheroes in a chaotic and action-packed scene. The background is a mix of orange, yellow, and blue colors, with the title of the series written in bold yellow letters at the bottom.

In the center of the poster, there is a large spider-man in the air, with his arms outstretched and a determined expression on his face. He is surrounded by six other superheroes, all of whom are in various poses and sizes. The superheroes are all wearing suits and helmets, and some are holding weapons. The overall style of the illustration is reminiscent of the Marvel universe, with bold lines and bright colors.",,0,
1nr4cil,1nr4cil_efc87cf77f95cb0e.jpg,drinking straw,ashley; background; crm; cube; cup; direct; drinking straw; ice; iced; image; ingredient; investing; label; link; liquid; list; matcha; med; milk; name; product; pump; scoop; screenshot; section; side; soy; straw; sugar; syrup; table; tea; text; that; website; which; www.td.com,plain_background,,1,37,1,0,"The image shows a cup of green tea with a straw in it, sitting on a table. The cup has a label on it that reads ""Ashley Med Iced Matcha"".","The image is a screenshot of a product list of Ashley Med. Iced Matcha. The list is written in black text on a white background and is in a plastic cup with a straw. The cup is filled with a light green liquid, which appears to be a matcha, and has a label on it that reads ""Ashley Med. iced matcha"". The label also mentions that the product is 2.5 scoops of soy milk, 2.25 oz of soy Milk, and 1.5 pump reg sugar syrup. The product is 1.1 pump reg syrup, 1.2% whole crm, 1% non-crm, and 3% ice cubes. The label is divided into two sections, with the left side showing the product name and the right side showing its ingredients. The bottom section of the image has a link to the TD Direct Investing website, www.td.com.",,0,
1nt9h34,1nt9h34_eb359df5ed3f6713.jpg,furniture,atmosphere; background; basement; brick; cave; ceiling; crack; debris; dirt; floor; furniture; grid; ground; image; interior; lot; material; object; paint; pattern; piece; pile; plank; room; side; space; stone; wall; window; wood,indoor; room,,1,30,2,0,"The image shows a room with a lot of wooden planks on the ground and a wall in the background. The planks are arranged in a neat pile, and the wall is made of a light-colored material. The room appears to be a basement, with a few other objects scattered around.","The image shows the interior of an underground cave. The walls of the cave are made of stone and there is a large window on the left side. The ceiling is made of dark stone and the walls are covered in cracks and peeling paint. On the right side of the image, there are several wooden planks and bricks scattered on the ground. The planks are arranged in a grid-like pattern and appear to be old and weathered. The floor is covered in dirt and there are a few pieces of wood and other debris scattered around. The overall atmosphere of the space is dark and abandoned.",,0,
1ntsakv,1ntsakv_7b7092f60e535c22.jpg,person,accent; arm; back; background; character; cold; color; cross; dress; edge; expression; game; girl; gold; hair; heroes; horn; iii; illustration; image; knee; leg; legend; outfit; pair; pattern; person; point; she; side; star; steel; stitch; trail; wing,,digital_art; illustration,1,35,0,2,"The image shows a girl with horns and a pink dress, standing in a gray background. She is a character from the game The Legend of Heroes: Trails of Cold Steel III, and is a cross stitch pattern.","The image is a digital illustration of a female character with white hair and horns. She is wearing a purple outfit with gold accents and has a pair of wings on her back. The wings are large and pointed, with sharp edges and sharp points. The character is standing on one leg with the other leg bent at the knee and her arms stretched out to the sides. She has a fierce expression on her face and is looking off to the side. The background is a light grey color with small white stars scattered around.",,0,
1nraenc,1nraenc_28cc30cf9553cf47.jpg,coffee cup; cookie; tea,bowl; cloth; coffee cup; cookie; cooky; cup; daisy; flower; image; inviting; leaf; liquid; mood; plate; saucer; side; spoon; table; tea; teapot,,,3,20,0,0,"The image shows a cup of tea with a saucer, a spoon, a bowl of cookies, a teapot, and a few flowers on a cloth. The tea is steaming, indicating that it is freshly brewed and ready to be enjoyed.","The image shows a cup of tea on a wooden table. The cup is white with a saucer and is filled with a dark liquid, possibly tea. A teapot is placed on the table next to the cup. On the right side of the table, there is a plate of freshly baked cookies and a bowl of cookies. There are also a few daisies scattered around the table. A spoon with tea leaves is also visible in the image. The overall mood of the image is cozy and inviting.",,0,
1nyyrf8,1nyyrf8_d1bca7098cdac420.jpg,animal; person,animal; antler; arrow; back; background; ball; birthday; bottom; bow; building; castle; crystal; distance; dress; fiancee; front; girl; hair; hand; hd; horse; icon; illustration; image; landscape; legend; night; person; present; princess; she; sky; star; text; that; top; tower; tree; twilight; unicorn; wand; zelda,night,digital_art; illustration,2,42,1,2,"The image shows a girl riding on the back of a horse, holding a bow and arrow in her hand. She is wearing a blue dress and is surrounded by a magical landscape of trees, buildings, and a starry night sky. At the top of the image, there is text that reads ""Fiancee - The Legend of Zelda Twilight Princess HD"".","The image is a digital illustration of a young girl with blonde hair and antlers, wearing a blue dress and holding a bow and arrow. She is standing on a pink unicorn with a blue ball on its back. The background is a night sky with stars and a castle in the distance. The girl is holding a crystal ball in her right hand and a wand in her left hand. The unicorn is standing in front of a castle with a castle tower in the background. At the bottom of the image, there are various icons and text that reads ""I made this illustration for my Fiancee as a birthday present.""",,0,
1nkev0t,1nkev0t_af55925b88cc4ca7.jpg,car; monkey; van; wheel,area; back; background; car; hat; image; line; monkey; mural; pole; power; road; side; sky; sunglass; tree; van; wheel; wire,forest; park; street,,4,19,3,0,"The image shows a van parked on the side of the road with three monkeys painted on the back. There are cars driving on the road, trees, poles, wires, and a clear blue sky in the background.",The image shows a white van parked on the side of a road. The van has a large mural on the back of it. The mural features three monkeys wearing orange hats and sunglasses. The monkeys are facing each other and appear to be smiling. The background of the mural is a forested area with trees and power lines. There are other cars parked in the background.,,0,
1nlcjih,1nlcjih_70f764f640dc62c7.jpg,cat; poster,air; airplane; background; board; bottom; building; cat; catzilla; center; cityscape; cork; corner; fighter; hind; illustration; image; jet; leg; letter; object; paw; person; picture; pin; poster; push; rocket; screw; ship; skateboard; skyscraper; watermark; word,city,illustration,2,33,1,1,"The image shows a black catzilla skateboard with a poster on it, featuring a picture of a person, buildings, and other objects. The skateboard is attached to a cork board with a few screws, and there is a watermark in the bottom right corner.","The image is a black poster with a colorful illustration of a black cat in the center. The cat is standing on its hind legs with its front paws in the air, as if it is dancing. The background of the poster is a cityscape with tall buildings and skyscrapers. There are also several airplanes flying around the cat, including a fighter jet and a rocket ship. The word ""CATZILLA"" is written in orange letters at the bottom of the image. The poster is pinned to a cork board with red push pins.",,0,
1nnafi9,1nnafi9_a1ea7549171e2690.jpg,picture frame; pig,background; bowl; box; brown; chef; color; cooky; counter; cup; fork; front; hat; image; ingredient; kitchen; knife; object; painting; person; picture frame; pig; plate; price; scarf; spoon; style; table; tag; tray; utensil,room,painting,2,30,1,1,"The image shows a person holding up a painting of a pig wearing a chef's hat and scarf, holding a tray of cookies. In the background, there are boxes, a cup, a bowl, a spoon, a knife, a fork, a plate, and other objects on the table. The painting is framed and there is a price tag attached to it.","The image is a painting of a pig wearing a chef's hat and a red scarf. The pig is standing in front of a kitchen counter with various kitchen utensils and ingredients scattered around. In front of the pig, there is a tray with freshly baked cookies on it. The cookies are golden brown and appear to be golden brown. The background is a light blue color, and the overall style of the painting is whimsical and playful.",,0,
1nt02yt,1nt02yt_f8d2508425d1996b.jpg,monkey,animal; background; child; chimpanzee; cup; deck; door; fence; front; hand; hind; image; leg; monkey; object; orangutan; plant; sanctuary; tree; watermark; wildlife; zoo,indoor,,1,22,1,0,"The image shows a baby orangutan sitting on its hind legs in front of a glass door, surrounded by plants and trees. The glass door is transparent, allowing us to see the animal inside, and there is a watermark on the image.",The image shows a chimpanzee sitting on a wooden deck in front of a glass door. The chimpanzee is holding a small object in its hands and appears to be reaching up to catch it. The background shows a wooden fence and some plants. The image appears to have been taken in a zoo or wildlife sanctuary.,,0,
1nobm8u,1nobm8u_ff1eb0a02672f14c.jpg,house; shelf,area; background; bag; cabinet; camera; cctv; center; chair; cupboard; door; floor; house; image; item; lot; machine; object; rack; room; shelf; side; storage; table; that; this; time; type; wall; washing,indoor; room,,2,29,2,0,"The image shows a room filled with lots of different types of items, including a washing machine, a table with various objects on it, a chair, a cupboard, and racks with various items. In the background, there is a wall with a CCTV camera, suggesting that this is a room that has been used for a long time.","The image shows a cluttered room with various items scattered on the floor and walls. On the left side of the image, there is a door that leads to another room. The room appears to be a storage area with shelves and cabinets. In the center of the room, there are several items hanging on the wall, including a blue bag, a white cabinet, and a white washing machine. The items on the shelves appear to be related to cleaning or organizing the room.",,0,
1nz4lo1,1nz4lo1_45db3fd200d2ec0c.jpg,person; poster,40; 50; background; coat; doctor; doctors; expression; front; he; image; lab; neck; orange; person; poster; show; stethoscope; text; venture; who; word,,,2,21,0,0,"The image shows a man wearing a white coat and a stethoscope, with the words ""Doctors"" written on it, suggesting that the venture collapsed, exposed by doctors.","The image is a still from the TV show Doctor Who. It shows a man in a white lab coat with a stethoscope around his neck. He is standing in front of a blue background with the word ""DOCTORS"" written in orange text above him. The man appears to be in his late 40s or early 50s and has a serious expression on his face. The text below the image reads ""the venture collapsed, exposed by doctors.""",,0,
1nnxxwk,1nnxxwk_a6f05c9820deb211.jpg,person,affection; arm; atmosphere; background; batman; cape; character; color; comics; corner; dress; embrace; gun; hair; hand; he; illustration; image; left; light; love; mood; person; rain; ray; robin; smile; suit; they; universe; waist; watermark; wayne,rainy,illustration,1,33,1,1,"The image shows a man in a black suit and a woman in a green dress embracing in the rain. The man is holding a gun in his hand and the woman is wearing a cape. The background is white and there is a watermark in the bottom left corner of the image. It is an animated image, depicting the two characters from the DC Comics universe, Batman and Robin Wayne.","The image is an illustration of two men in a romantic embrace. The man on the left is wearing a black suit with a cape and has curly hair. He is holding the other man's arm around his waist and is looking up at him with a smile on his face. The background is a light blue color with rays of light shining down on them, creating a dramatic and moody atmosphere. The overall mood of the image is one of love and affection between the two men.",,0,
1nstmmr,1nstmmr_8eeba58841cc8e71.jpg,person,all; area; arm; background; building; bush; camera; center; clothing; construction; distance; floor; ground; group; hammer; hand; hat; history; illustration; image; ladder; left; log; object; other; person; room; rope; scene; shirt; short; site; sky; some; they; tool; tree; tribe; which; who; whom; worker; workshop,indoor; room; shop,illustration,1,43,3,1,"The image shows a group of men standing around each other in a room, with a ladder, wooden logs, ropes, and other objects scattered around them. In the background, there are trees and a clear blue sky, hinting at the history of the African American tribe.","The image is an illustration of a group of men working in a construction site. There are six men in the image, all of whom appear to be African-American. They are gathered around a wooden structure, which appears to be a building or a workshop. The men are wearing traditional clothing, with some wearing hats and others wearing shorts.

In the center of the image is a man wearing a red shirt and a hat, standing with his arms crossed and looking at the camera. He is holding a tool in his right hand. To his left, there is a woman wearing a blue shirt and hat, who is kneeling on the ground and appears to have a hammer or a hammer in her left hand. Behind them, there are several other men working on the construction site, some of whom are standing and some are sitting on the floor. There is also a ladder leaning against the structure and a few other construction workers in the background. The scene is set in a rural area with trees and bushes in the distance.",,0,
1noao68,1noao68_aaefbf16a20aad36.jpg,bear,area; august; background; banner; bear; bird; camera; center; cloud; color; december; each; fat; food; grid; group; history; illustration; image; item; july; june; logo; mark; mountain; national; november; number; october; other; park; pattern; population; poster; preserve; question; representation; september; size; sky; some; states; text; that; top; tree; united; water; week; which,forest; mountain; park,illustration,1,50,3,1,"The image shows a poster with a group of brown bears in the water, surrounded by trees, birds, and a sky with clouds. The poster also contains text and numbers, likely related to the fat bear week.","The image is a graphic representation of the Fat Bear Week, which is a week in the United States. The background of the image is an illustration of a group of brown bears in a forested area with trees and mountains in the background. The bears are arranged in a grid-like pattern, with each bear representing a different week.

The first week of the week is September 23, September 30, and the second week is October 30. The third week is November 30, the fourth week is June 30, which has been the largest week in bear history. The fifth week is July 30, where the bear population is expected to reach a peak of around $1,000. The sixth week is August 30, but the seventh week is December 30. 

There are also several smaller bears scattered throughout the image, each with a different color and size. Some of the bears are holding food items, while others are looking at the camera. There is also a yellow question mark in the center of each bear, indicating that the week has been successful. The image also has a banner at the top that reads ""Fat Bear Week"" and a logo for the National Park & Preserve.",,0,
1npovwx,1npovwx_2479b32f9fdf562f.jpg,,background; branch; fog; forest; image; leaf; middle; mood; moss; mountain; pine; sky; that; top; tree; trunk; watermark,forest; mountain,,0,17,2,0,"The image shows a lone tree standing in the middle of a foggy forest, with its branches and leaves visible. The sky is visible in the background, and there is a watermark on the image.","The image shows a tall pine tree standing on top of a mountain. The tree has a thick trunk that is twisted and gnarled, with a few branches reaching up towards the sky. The trunk is covered in moss and lichen, and the branches are twisted and twisted. The background is a dense forest with more trees and fog. The sky is overcast and the overall mood of the image is gloomy and misty.",,0,
1nnvox7,1nnvox7_b967d7409181f81e.jpg,mushroom,alps; background; cap; center; champignon; champignoni; characteristic; color; each; flower; font; french; grid; group; illustration; image; information; mushroom; name; other; oval; pattern; plant; poster; section; shape; size; some; stem; text; type; variety,indoor; room,illustration; vintage,1,32,2,2,"The image shows a vintage poster of a variety of mushrooms from the French Alps, with text written on it. The poster is filled with different types of mushrooms, each with its own unique characteristics and color. The text on the poster provides further information about the mushrooms, such as their names and their characteristics.","The image is a vintage illustration of various types of champignons. The illustration is in a square shape with a beige background. It is divided into two sections, with the top section showing a large group of different types of mushrooms, including champignon, champignoni, and more. 

The top section shows a variety of different sizes and shapes of mushrooms with different colors and sizes. Some of the mushrooms have a white cap, while others have brown caps. There are also some types of caps with different shapes and sizes, such as round, oval, and oval-shaped caps.

In the center of the image, there is a large mushroom with a brown cap and a white stem. The mushrooms are arranged in a grid-like pattern, with some overlapping each other. The background is white, and there are small illustrations of plants and flowers scattered throughout the illustration. The text on the image reads ""Champignons"" in a cursive font.",,0,
